first_name,last_name,company_name,email,phone,website,address,city,rating,reviews,business_type,mv_quality,mv_result,place_id,shared_email_count,source,tags
Aptive,Pest Control,Aptive Pest Control,info@aptivepestcontrol.com,(281) 609-6832,https://aptivepestcontrol.com/locations/texas-tx/houston-pest-control/local-branch/?utm_source=google&utm_medium=LocalListings&utm_campaign=Local+Listings+128+Houston,"8800 Jameel Rd #100B, Houston, TX 77040",Houston,4.6,9975,Pest control service,risky,catch_all,ChIJa7448n3FQIYRNuC2jHJgiL0,3,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Taquitos,West Avenue,Taquitos West Avenue,info@rebrand.ly,(210) 525-9888,https://rebrand.ly/taquitos-panaderia,"2818 West Ave, San Antonio, TX 78201",San Antonio,4.6,9961,Mexican restaurant,risky,catch_all,ChIJuUoEfrNfXIYR51l-QIqUFgA,5,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Omni,Dallas Hotel,Omni Dallas Hotel,info@omnihotels.com,(214) 744-6664,https://www.omnihotels.com/hotels/dallas?utm_source=gmblisting&utm_medium=organic,"555 S Lamar St, Dallas, TX 75202",Dallas,4.5,9859,Hotel,risky,catch_all,ChIJpd-cqxCZToYR5_W8NBXdULQ,12,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Brasão,Brazilian Steakhouse,Brasão Brazilian Steakhouse,info@brasaousa.com,(210) 233-6868,https://www.brasaousa.com/san-antonio,"19210 I-10, San Antonio, TX 78257",San Antonio,4.9,9853,Steak house,risky,catch_all,ChIJ9Z3wSN5lXIYRMFqUs9eHO0E,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Micro,Center,Micro Center,info@microcenter.com,,https://www.microcenter.com/site/stores/houston.aspx?storeid=155,"5305 S Rice Ave, Houston, TX 77081",Houston,4.5,9568,Computer repair service,risky,catch_all,ChIJ4-kEdT_BQIYR14UzRlEUKC0,2,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Big,Lou's Pizza,Big Lou's Pizza,info@biglouspizza-satx.com,(210) 337-0707,http://biglouspizza-satx.com/,"2048 S WW White Rd, San Antonio, TX 78222",San Antonio,4.4,8944,Pizza restaurant,risky,unknown,ChIJ7WZoudH2XIYRJsRGfzftGgo,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Will,Fix It,Will Fix It,info@willfixit.com,(210) 866-8048,https://www.willfixit.com/locations?utm_source=google&utm_medium=gbp&utm_campaign=local_seo&utm_content=gbp_website_click,"3535 Metro Pkwy, San Antonio, TX 78247",San Antonio,4.6,8897,Plumber,risky,catch_all,ChIJIQft8vRnXIYRyhYFvjAi9eU,2,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
The,Original Ninfa's on Navigation,The Original Ninfa's on Navigation,info@ninfas.com,(713) 228-1175,http://www.ninfas.com/,"2704 Navigation Blvd, Houston, TX 77003",Houston,4.4,8448,Mexican restaurant,risky,catch_all,ChIJeejHW9u-QIYR2xQC_Nj9vi8,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Marriott,Marquis Houston,Marriott Marquis Houston,info@marriott.com,(713) 654-1777,https://www.marriott.com/en-us/hotels/houmq-marriott-marquis-houston/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"1777 Walker St, Houston, TX 77010",Houston,4.4,8032,Hotel,risky,catch_all,ChIJvWr52iO_QIYRPxXgLyOB6fU,18,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Strand,Brothers Service Experts,Strand Brothers Service Experts,info@serviceexperts.com,(512) 598-6625,https://www.serviceexperts.com/austin-tx/?&utm_campaign=listing&utm_medium=organic_search&utm_source=gmb&utm_content=brand,"5811 Techni Center Dr, Austin, TX 78721",Austin,4.8,7445,HVAC contractor,risky,catch_all,ChIJL85N7DXPRIYRbB7cLBUoBEg,5,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Gringo's,Mexican Kitchen {Spring},Gringo's Mexican Kitchen {Spring},info@gringostexmex.com,(832) 381-3345,http://www.gringostexmex.com/,"19330 I-45, Spring, TX 77373",Spring,4.4,6784,Tex-Mex restaurant,risky,catch_all,ChIJSQ_8pCw1R4YRPn9wnG6PA9U,4,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Chart,House,Chart House,info@chart-house.com,(210) 223-3101,https://www.chart-house.com/location/chart-house-san-antonio-tx/,"739 E César E. Chávez Blvd, San Antonio, TX 78205",San Antonio,4.2,6663,Seafood restaurant,risky,catch_all,ChIJF8VS7P_1XIYRoIw2IqkmC90,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Taste,Kitchen + Bar,Taste Kitchen + Bar,info@tastedowntownhtx.com,(713) 485-5803,https://www.tastedowntownhtx.com/,"420 Main St, Houston, TX 77002",Houston,4.4,6606,Brunch restaurant,risky,catch_all,ChIJoTFCUCW_QIYRfKu4b1hWplQ,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Stanley,Steemer,Stanley Steemer,info@stanleysteemer.com,(972) 484-6376,https://www.stanleysteemer.com/locations/TX/Dallas/581,"13859 Diplomat Dr #100, Farmers Branch, TX 75234",Farmers Branch,4.8,6546,Carpet cleaning service,risky,unknown,ChIJgbI2W9QnTIYRm852_yGLS_4,7,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
IAH,Houston Rental Car Center,IAH Houston Rental Car Center,info@houstonrcc.com,,https://www.houstonrcc.com/car-rental/usa-houston-george-bush-intc-airport-iah,"17330 Palmetto Pines, Houston, TX 77032",Houston,4.1,6522,,risky,catch_all,ChIJlakvkjy0QIYReC-GsykENxU,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
DFW,Gun Range and Academy,DFW Gun Range and Academy,chris@dfwgun.com,(214) 630-4866,http://www.dfwgun.com/,"1607 W Mockingbird Ln, Dallas, TX 75235",Dallas,4.9,6482,Shooting range,risky,catch_all,ChIJJ_YYkWqcToYRmjQ-Ho5ygw4,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Enterprise,Rent-A-Car,Enterprise Rent-A-Car,info@enterprise.com,(833) 635-0439,https://www.enterprise.com/en/car-rental-locations/us/tx/dallas-ft-worth-international-airport-09y1.html?mcid=yext:245709,"2424 E 38th St, Dallas, TX 75261",Dallas,4.4,6481,Car rental agency,risky,catch_all,ChIJpSWCNdGBToYR2u57BzVLXhg,12,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Living,Spaces,Living Spaces,info@livingspaces.com,(877) 266-7300,https://www.livingspaces.com/stores/san-antonio,"4239 N Loop 1604 W, San Antonio, TX 78249",San Antonio,4.6,6408,Furniture store,risky,catch_all,ChIJgW1I1IphXIYRyDZ_76Ovcvk,2,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Bradbury,"Brothers Cooling, Plumbing & Electrical","Bradbury Brothers Cooling, Plumbing & Electrical",dev@leadsnearby.com,(281) 247-0667,https://bradburybrothers.com/?utm_source=Google&utm_medium=GBP&utm_campaign=Organic_GBP_Bradbury,"30045 FM2978, Magnolia, TX 77354",Magnolia,4.9,6255,HVAC contractor,risky,catch_all,ChIJ-TsE8jM0R4YRdYS6S8AYWnU,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Escape,The Room Minneapolis,Escape The Room Minneapolis,houston@escapetheroom.com,(612) 666-0077,https://escapetheroom.com/minneapolis/?utm_source=GMBlisting&utm_medium=organic,"923 Nicollet Mall #375, Minneapolis, MN 55402",,5,6252,Escape room center,risky,unknown,ChIJefyd9ZYys1IRcIk1rsMxfrc,3,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
AutoNation,USA Houston,AutoNation USA Houston,gm2971@autonation.com,(281) 766-8699,https://www.autonationusa.com/dealership/houston.htm?&utm_source=local&utm_medium=organic&utm_campaign=*000012247*GMB,"8526 North Fwy, Houston, TX 77037",Houston,4.6,6239,Used car dealer,risky,catch_all,ChIJF2LntxXIQIYR0Cz9OcXuK2A,3,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
ARS,/ Rescue Rooter,ARS / Rescue Rooter,info@ars.com,(214) 989-4872,https://www.ars.com/dallas,"6029 Campus Cir Dr W Ste 150, Irving, TX 75063",Irving,4.7,6181,Plumber,risky,catch_all,ChIJ9eFKokGcToYRh3EEwjJOxTo,5,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
EcoShield,Pest Solutions,EcoShield Pest Solutions,info@ecoshieldpest.com,(737) 250-2360,https://www.ecoshieldpest.com/locations/austin-tx?utm_source=GMB&utm_medium=organic&utm_campaign=local,"2590 Oakmont Dr STE 520, Round Rock, TX 78665",Round Rock,4.7,6101,Pest control service,risky,catch_all,ChIJKfnyjiEzW4YRDYnNXgGWgGU,3,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Culinary,Dropout,Culinary Dropout,info@culinarydropout.com,(512) 777-3394,https://www.culinarydropout.com/locations/austin-tx/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps,"11721 Rock Rose Ave #100, Austin, TX 78758",Austin,4.4,6087,American restaurant,risky,catch_all,ChIJ1eAeVnLMRIYR_VB5FIj_LuE,2,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Italiano's,,Italiano's,info@italianosrestaurant.net,(281) 446-6111,https://www.italianosrestaurant.net/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=humble,"217 Farm to Market 1960 Bypass Rd E, Humble, TX 77338",Humble,4.5,6084,Italian restaurant,risky,catch_all,ChIJh_OTtVWyQIYRT06u4PWwcOY,2,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Saltgrass,Steak House,Saltgrass Steak House,info@saltgrass.com,(210) 222-9092,https://www.saltgrass.com/location/saltgrass-san-antonio-riverwalk/,"502 River Walk, San Antonio, TX 78205",San Antonio,4.2,6042,Steak house,risky,catch_all,ChIJq1Co16F4XIYRFVTSc1qyx9g,13,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
DriveTime,Used Cars,DriveTime Used Cars,info@drivetime.com,(281) 848-1555,https://www.drivetime.com/?reg=iah&source=local&vend=google&camn=13801&utm_content=website,"11655 North Fwy, Houston, TX 77060",Houston,4.9,5988,Used car dealer,risky,catch_all,ChIJE9N5DjbIQIYRqoeP23JSwbU,6,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
El,Cometa,El Cometa,info@elcometaelpaso.com,(915) 594-7686,http://www.elcometaelpaso.com/,"9529 Viscount Blvd, El Paso, TX 79925",El Paso,4.2,5869,Mexican restaurant,risky,unknown,ChIJyau3Ozlb54YRWRmAy_vc_bA,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
H-E-B,,H-E-B,info@heb.com,(210) 737-2047,https://www.heb.com/heb-store/US/tx/san-antonio/deco-district-h-e-b-556?utm_source=google&utm_medium=organic&utm_campaign=gmb_stores,"2118 Fredericksburg Rd, San Antonio, TX 78201",San Antonio,4.4,5791,Grocery store,risky,catch_all,ChIJmRlovQFfXIYR05ui1PG8RO4,15,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Norma's,Cafe,Norma's Cafe,info@normascafe.com,(214) 946-4711,http://www.normascafe.com/,"1123 W Davis St, Dallas, TX 75208",Dallas,4.5,5673,Breakfast restaurant,risky,catch_all,ChIJcTTuxC6aToYR4xZR98URWLo,2,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Bikini,Insurance,Bikini Insurance,info@misegurodeauto.com,(713) 695-7400,http://www.misegurodeauto.com/,"5715 Airline Dr B, Houston, TX 77076",Houston,5,5501,Auto insurance agency,risky,unknown,ChIJWXuB6A-4QIYRZ7OJDHEZBic,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
PINSTACK,,PINSTACK,info@pinstackbowl.com,+1 972-781-2695,http://pinstackbowl.com/locations/plano-texas/,"6205 Dallas Pkwy, Plano, TX 75024, United States",Plano,4.3,5376,Bowling alley,risky,catch_all,ChIJQ-P4b1kjTIYR03sNxx1g8q4,2,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Sanjh,Restaurant & Bar,Sanjh Restaurant & Bar,info@sanjhrestaurant.com,(972) 239-1800,https://sanjhrestaurant.com/,"5250 N O'Connor Blvd Suite 146, Irving, TX 75039",Irving,4.8,5368,Restaurant,risky,catch_all,ChIJ982bn5iDToYRBc2eezwViSE,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Adelbridge,& Co. Firearms,Adelbridge & Co. Firearms,info@adelbridge.com,(210) 265-1146,https://adelbridge.com/,"7080 San Pedro Ave, San Antonio, TX 78216",San Antonio,4.8,5160,Gun shop,risky,catch_all,ChIJuZLAIx5eXIYRfGiIMK4cQkA,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Rudy's,"""Country Store"" and Bar-B-Q","Rudy's ""Country Store"" and Bar-B-Q",gsc@leonspringsbbq.com,(210) 653-7839,http://www.leonspringsbbq.com/,"10623 Westover Hills Blvd, San Antonio, TX 78251",San Antonio,4.2,5142,Barbecue restaurant,risky,catch_all,ChIJAWg3e-NCXIYRXXju2UAaYKw,2,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
McGovern,Centennial Gardens,McGovern Centennial Gardens,info@hermannpark.org,(713) 524-5876,https://www.hermannpark.org/visit/mcgovern-centennial-gardens/,"1500 Hermann Dr, Houston, TX 77004",Houston,4.8,5047,Garden,risky,catch_all,ChIJK5qZwoO_QIYRF4P0H-ZPZ3I,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Patio,by La Pasha,Patio by La Pasha,info@patiobylapasha.com,(281) 888-2955,https://www.patiobylapasha.com/,"5810 Beverly Hill St, Houston, TX 77057",Houston,4.7,4737,Mediterranean restaurant,risky,catch_all,ChIJjSpiHfDDQIYRMMxr3l70diM,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
La,Quinta Inn & Suites by Wyndham San Antonio Riverwalk,La Quinta Inn & Suites by Wyndham San Antonio Riverwalk,accessibility@wyndham.com,(210) 222-9181,https://www.wyndhamhotels.com/laquinta/san-antonio-texas/la-quinta-san-antonio-riverwalk/overview?CID=LC:6ysy27krtpcrqev:53402&iata=00093796,"303 Blum St, San Antonio, TX 78205",San Antonio,3.9,4734,Hotel,risky,catch_all,ChIJ90YMOAD2XIYRdqMe5_2CEZk,16,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
La,Fogata Mexican Cuisine,La Fogata Mexican Cuisine,events@lafogata.com,(210) 340-1337,http://www.lafogata.com/,"2427 Vance Jackson Rd, San Antonio, TX 78213",San Antonio,4.2,4704,Mexican restaurant,risky,unknown,ChIJa5N16jZeXIYRSM71ZFnzfhk,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Whole,Foods Market,Whole Foods Market,info@wholefoodsmarket.com,(512) 542-2200,https://www.wholefoodsmarket.com/stores/lamar?utm_source=google&utm_medium=organic&utm_campaign=listings,"525 N Lamar Blvd, Austin, TX 78703",Austin,4.5,4702,Grocery store,risky,catch_all,ChIJf5QJFBK1RIYRjjfxZz9Z0O0,13,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Goodson's,Cafe,Goodson's Cafe,fun2eat@sbcglobal.net,(281) 351-1749,http://www.goodsonscafe.com/,"27931 Tomball Pkwy, Tomball, TX 77375",Tomball,4.4,4683,American restaurant,risky,catch_all,ChIJaVEl-4ssR4YRbJCISmqwZcI,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Mister,O1 Extraordinary Pizza Turtle Creek,Mister O1 Extraordinary Pizza Turtle Creek,info@mistero1.com,(214) 432-4434,https://www.mistero1.com/,"3838 Oak Lawn Ave suite p175, Dallas, TX 75219",Dallas,4.9,4668,Pizza restaurant,risky,catch_all,ChIJz9LhOnmfToYReAC2nviDUAo,3,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
B&B,Smokehouse,B&B Smokehouse,info@bbsmokehouse.com,(210) 921-2745,http://bbsmokehouse.com/,"2619 Pleasanton Rd, San Antonio, TX 78221",San Antonio,4.5,4544,Barbecue restaurant,risky,catch_all,ChIJHxDMBRVYXIYRZqGV3D0HVZI,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
North,Italia,North Italia,info@northitalia.com,(281) 605-4030,https://www.northitalia.com/locations/houston-tx-blvd-place/,"1700 Post Oak Blvd Ste 190, Houston, TX 77056",Houston,4.5,4520,Italian restaurant,risky,catch_all,ChIJqfWOgUHBQIYRZxQ6ObUFWuo,3,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
BJ's,Restaurant & Brewhouse,BJ's Restaurant & Brewhouse,info@bjsrestaurants.com,(281) 242-0400,https://www.bjsrestaurants.com/locations/tx/sugar-land?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,"2231 Hwy 6, Sugar Land, TX 77478",Sugar Land,4.3,4494,Restaurant,risky,unknown,ChIJYTD2hZTmQIYRONyJWUTSnJY,3,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Seismique,,Seismique,info@seismique.com,(346) 202-6006,https://www.seismique.com/,"2306 S Texas 6, Houston, TX 77077",Houston,4.4,4474,Amusement center,risky,catch_all,ChIJr95ma6rdQIYRlca_5pUiY9k,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Spanish,Flowers,Spanish Flowers,info@spanishflowerrestaurant.com,(713) 869-1706,https://www.spanishflowerrestaurant.com/,"4701 N Main St, Houston, TX 77009",Houston,4.2,4458,Mexican restaurant,risky,unknown,ChIJ36mlv5e4QIYR4cElFhuj39A,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
The,Honey Hole,The Honey Hole,info@thehoneyholehtx.com,(832) 234-4260,https://www.thehoneyholehtx.com/,"2327 Post Oak Blvd, Houston, TX 77056",Houston,4.6,4457,Brunch restaurant,risky,catch_all,ChIJZ4yc7EDBQIYR5J30FH0JSnE,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
KPOT,Korean BBQ & Hot Pot,KPOT Korean BBQ & Hot Pot,info@thekpot.com,(512) 356-9388,https://thekpot.com/location/austin-brodie/,"5200 Brodie Ln, Sunset Valley, TX 78745",Sunset Valley,4.9,4455,Korean barbecue restaurant,risky,catch_all,ChIJzU_3OgBLW4YRUVIIjDqRoFU,3,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20,shared-email-review"
Discovery,Auto Sales,Discovery Auto Sales,info@discoveryautoaustin.com,+1 512-804-0600,http://www.discoveryautoaustin.com/,"8140 N Lamar Blvd, Austin, TX 78753, United States",Austin,4.8,4379,Used car dealer,risky,catch_all,ChIJN1Z1XMTLRIYRJMBnMFTIdho,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
Casino,El Camino,Casino El Camino,info@casinoelcamino.net,(512) 469-9330,http://www.casinoelcamino.net/,"517 E 6th St, Austin, TX 78701",Austin,4.5,4348,Hamburger restaurant,risky,catch_all,ChIJUXQdQqa1RIYRtnSiyRQAxE0,1,smartlead-launch-risky-2026-04-20,"bartlett-labs-outbound,houston,mv-verified,mv-risky,smartlead-launch-risky-2026-04-20"
